Dataset,embeddings,# Features,# Samples,Feature_Samples_ratio,Intrinsic_Dimension,Condition number,Fisher Discriminant Ratio,Total Correlations,Mutual information,# Non-zero entries,# Low variance features,Variation,std_var,Coefficient of Variation %,std_co_of_v,Skewness,std_skew,Kurtosis,std_kurt,Mean Log Kernel Density,Isomap Reconstruction Error,Fractal dimension,Entropy,std_entropy,iteration,model,accuracy,f1_score,time,auc,Model_Parameters
iris_binary_class_dataset.csv,pca,3,70,0.04285714285714286,2,5.8606177196761395,8.325102039187744,1.021405182655144e-14,0.27767453952612686,210,1,0.12333333333333334,0.16289055630494154,-4.1547862092252713e+18,6.62818428300918e+18,-0.015056605567620673,0.28132606876412575,-0.5715488479399239,1.1402973701802326,0.37736490467973494,0.012548646577733592,1.988258369811949,1.0,0.0,1,dt,1.0,1.0,0.012461185455322266,1.0,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}"
iris_binary_class_dataset.csv,pca,3,70,0.04285714285714286,2,5.8606177196761395,8.325102039187744,1.021405182655144e-14,0.27767453952612686,210,1,0.12333333333333334,0.16289055630494154,-4.1547862092252713e+18,6.62818428300918e+18,-0.015056605567620673,0.28132606876412575,-0.5715488479399239,1.1402973701802326,0.37736490467973494,0.012548646577733592,1.988258369811949,1.0,0.0,1,lr,1.0,1.0,0.009105920791625977,1.0,"{'estimator__C': 1.0, 'estimator__class_weight': None, 'estimator__dual': False, 'estimator__fit_intercept': True, 'estimator__intercept_scaling': 1, 'estimator__l1_ratio': None, 'estimator__max_iter': 10000, 'estimator__multi_class': 'deprecated', 'estimator__n_jobs': None, 'estimator__penalty': 'l2', 'estimator__random_state': None, 'estimator__solver': 'saga', 'estimator__tol': 0.0001, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': LogisticRegression(max_iter=10000, solver='saga'), 'n_jobs': None}"
iris_binary_class_dataset.csv,pca,3,70,0.04285714285714286,2,5.8606177196761395,8.325102039187744,1.021405182655144e-14,0.27767453952612686,210,1,0.12333333333333334,0.16289055630494154,-4.1547862092252713e+18,6.62818428300918e+18,-0.015056605567620673,0.28132606876412575,-0.5715488479399239,1.1402973701802326,0.37736490467973494,0.012548646577733592,1.988258369811949,1.0,0.0,1,mlp,1.0,1.0,0.17171311378479004,1.0,"{'estimator__activation': 'relu', 'estimator__alpha': 0.0001, 'estimator__batch_size': 'auto', 'estimator__beta_1': 0.9, 'estimator__beta_2': 0.999, 'estimator__early_stopping': False, 'estimator__epsilon': 1e-08, 'estimator__hidden_layer_sizes': 100, 'estimator__learning_rate': 'constant', 'estimator__learning_rate_init': 0.001, 'estimator__max_fun': 15000, 'estimator__max_iter': 10000, 'estimator__momentum': 0.9, 'estimator__n_iter_no_change': 10, 'estimator__nesterovs_momentum': True, 'estimator__power_t': 0.5, 'estimator__random_state': None, 'estimator__shuffle': True, 'estimator__solver': 'adam', 'estimator__tol': 0.0001, 'estimator__validation_fraction': 0.1, 'estimator__verbose': False, 'estimator__warm_start': False, 'estimator': MLPClassifier(hidden_layer_sizes=100, max_iter=10000), 'n_jobs': None}"
iris_binary_class_dataset.csv,pca,3,70,0.04285714285714286,2,5.8606177196761395,8.325102039187744,1.021405182655144e-14,0.27767453952612686,210,1,0.12333333333333334,0.16289055630494154,-4.1547862092252713e+18,6.62818428300918e+18,-0.015056605567620673,0.28132606876412575,-0.5715488479399239,1.1402973701802326,0.37736490467973494,0.012548646577733592,1.988258369811949,1.0,0.0,1,nb,1.0,1.0,0.004153728485107422,1.0,"{'estimator__priors': None, 'estimator__var_smoothing': 1e-09, 'estimator': GaussianNB(), 'n_jobs': None}"
iris_binary_class_dataset.csv,pca,3,70,0.04285714285714286,2,5.8606177196761395,8.325102039187744,1.021405182655144e-14,0.27767453952612686,210,1,0.12333333333333334,0.16289055630494154,-4.1547862092252713e+18,6.62818428300918e+18,-0.015056605567620673,0.28132606876412575,-0.5715488479399239,1.1402973701802326,0.37736490467973494,0.012548646577733592,1.988258369811949,1.0,0.0,1,pqk,0.9666666666666667,0.9666295884315907,2.132397174835205,0.9666666666666667,"{'feature_map': 'ZZFeatureMap', 'feature_map_reps': 4, 'entanglement': 'pairwise', 'svc_best_params': {'C': 0.1, 'gamma': 1, 'kernel': 'poly'}}"
iris_binary_class_dataset.csv,pca,3,70,0.04285714285714286,2,5.8606177196761395,8.325102039187744,1.021405182655144e-14,0.27767453952612686,210,1,0.12333333333333334,0.16289055630494154,-4.1547862092252713e+18,6.62818428300918e+18,-0.015056605567620673,0.28132606876412575,-0.5715488479399239,1.1402973701802326,0.37736490467973494,0.012548646577733592,1.988258369811949,1.0,0.0,1,qnn,0.5,0.3333333333333333,13.022923946380615,0.5,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}"
iris_binary_class_dataset.csv,pca,3,70,0.04285714285714286,2,5.8606177196761395,8.325102039187744,1.021405182655144e-14,0.27767453952612686,210,1,0.12333333333333334,0.16289055630494154,-4.1547862092252713e+18,6.62818428300918e+18,-0.015056605567620673,0.28132606876412575,-0.5715488479399239,1.1402973701802326,0.37736490467973494,0.012548646577733592,1.988258369811949,1.0,0.0,1,qsvc,0.7333333333333333,0.7285067873303167,25.935571908950806,0.7333333333333334,"{'feature_map': 'ZZFeatureMap', 'quantum_kernel': 'FidelityQuantumKernel', 'C': 0.01, 'gamma': 'scale'}"
iris_binary_class_dataset.csv,pca,3,70,0.04285714285714286,2,5.8606177196761395,8.325102039187744,1.021405182655144e-14,0.27767453952612686,210,1,0.12333333333333334,0.16289055630494154,-4.1547862092252713e+18,6.62818428300918e+18,-0.015056605567620673,0.28132606876412575,-0.5715488479399239,1.1402973701802326,0.37736490467973494,0.012548646577733592,1.988258369811949,1.0,0.0,1,rf,1.0,1.0,0.1377241611480713,1.0,"{'estimator__bootstrap': True, 'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': 'sqrt', 'estimator__max_leaf_nodes': None, 'estimator__max_samples': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__n_estimators': 100, 'estimator__n_jobs': None, 'estimator__oob_score': False, 'estimator__random_state': None, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': RandomForestClassifier(), 'n_jobs': None}"
iris_binary_class_dataset.csv,pca,3,70,0.04285714285714286,2,5.8606177196761395,8.325102039187744,1.021405182655144e-14,0.27767453952612686,210,1,0.12333333333333334,0.16289055630494154,-4.1547862092252713e+18,6.62818428300918e+18,-0.015056605567620673,0.28132606876412575,-0.5715488479399239,1.1402973701802326,0.37736490467973494,0.012548646577733592,1.988258369811949,1.0,0.0,1,svc,1.0,1.0,0.022075176239013672,1.0,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}"
iris_binary_class_dataset.csv,pca,3,70,0.04285714285714286,2,5.8606177196761395,8.325102039187744,1.021405182655144e-14,0.27767453952612686,210,1,0.12333333333333334,0.16289055630494154,-4.1547862092252713e+18,6.62818428300918e+18,-0.015056605567620673,0.28132606876412575,-0.5715488479399239,1.1402973701802326,0.37736490467973494,0.012548646577733592,1.988258369811949,1.0,0.0,1,vqc,0.5333333333333333,0.53125,36.99683094024658,0.5333333333333333,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}"
